All Cancer Sites Combined,2008,New York,35 351
All Cancer Sites Combined,2008,North Carolina,17 453
All Cancer Sites Combined,2008,North Dakota,1 354
All Cancer Sites Combined,2008,Ohio,24 998
All Cancer Sites Combined,2008,Oklahoma,7 657
All Cancer Sites Combined,2008,Oregon,7 479
All Cancer Sites Combined,2008,Pennsylvania,28 963
All Cancer Sites Combined,2008,Rhode Island,2 227
All Cancer Sites Combined,2008,South Carolina,9 199
All Cancer Sites Combined,2008,South Dakota,1 570
All Cancer Sites Combined,2008,Tennessee,13 162
All Cancer Sites Combined,2008,Texas,35 712
All Cancer Sites Combined,2008,Utah,2 492
All Cancer Sites Combined,2008,Vermont,1 279
All Cancer Sites Combined,2008,Virginia,13 983
All Cancer Sites Combined,2008,Washington,11 618
All Cancer Sites Combined,2008,West Virginia,4 605
All Cancer Sites Combined,2008,Wisconsin,11 185
All Cancer Sites Combined,2008,Wyoming,874
All Cancer Sites Combined,2009,Alabama,10 289
All Cancer Sites Combined,2009,Alaska,895
All Cancer Sites Combined,2009,Arizona,10 271
All Cancer Sites Combined,2009,Arkansas,6 513
All Cancer Sites Combined,2009,California,55 990
All Cancer Sites Combined,2009,Colorado,6 950
All Cancer Sites Combined,2009,Connecticut,6 819
All Cancer Sites Combined,2009,Delaware,1 813
All Cancer Sites Combined,2009,District of Columbia,1 131
All Cancer Sites Combined,2009,Florida,40 931
All Cancer Sites Combined,2009,Georgia,15 139
All Cancer Sites Combined,2009,Hawaii,2 244
All Cancer Sites Combined,2009,Idaho,2 458
All Cancer Sites Combined,2009,Illinois,24 182
All Cancer Sites Combined,2009,Indiana,13 093
All Cancer Sites Combined,2009,Iowa,6 249
All Cancer Sites Combined,2009,Kansas,5 319
All Cancer Sites Combined,2009,Kentucky,9 634
All Cancer Sites Combined,2009,Louisiana,9 098
All Cancer Sites Combined,2009,Maine,3 133
All Cancer Sites Combined,2009,Maryland,10 412
All Cancer Sites Combined,2009,Massachusetts,13 112
All Cancer Sites Combined,2009,Michigan,20 257
All Cancer Sites Combined,2009,Minnesota,9 580
All Cancer Sites Combined,2009,Mississippi,6 130
All Cancer Sites Combined,2009,Missouri,12 472
All Cancer Sites Combined,2009,Montana,1 914
All Cancer Sites Combined,2009,Nebraska,3 336
All Cancer Sites Combined,2009,Nevada,4 461
All Cancer Sites Combined,2009,New Hampshire,2 562
All Cancer Sites Combined,2009,New Jersey,16 540
All Cancer Sites Combined,2009,New Mexico,3 202
All Cancer Sites Combined,2009,New York,35 215
All Cancer Sites Combined,2009,North Carolina,17 513
All Cancer Sites Combined,2009,North Dakota,1 243
All Cancer Sites Combined,2009,Ohio,25 149
All Cancer Sites Combined,2009,Oklahoma,7 639
All Cancer Sites Combined,2009,Oregon,7 487
All Cancer Sites Combined,2009,Pennsylvania,28 879
All Cancer Sites Combined,2009,Rhode Island,2 220
All Cancer Sites Combined,2009,South Carolina,9 123
All Cancer Sites Combined,2009,South Dakota,1 503
All Cancer Sites Combined,2009,Tennessee,13 482
All Cancer Sites Combined,2009,Texas,35 591
All Cancer Sites Combined,2009,Utah,2 555
All Cancer Sites Combined,2009,Vermont,1 254
All Cancer Sites Combined,2009,Virginia,14 122
All Cancer Sites Combined,2009,Washington,11 922
All Cancer Sites Combined,2009,West Virginia,4 786
All Cancer Sites Combined,2009,Wisconsin,10 866
All Cancer Sites Combined,2009,Wyoming,936
All Cancer Sites Combined,2010,Alabama,10 196
All Cancer Sites Combined,2010,Alaska,884
All Cancer Sites Combined,2010,Arizona,10 678
All Cancer Sites Combined,2010,Arkansas,6 475
All Cancer Sites Combined,2010,California,56 453
All Cancer Sites Combined,2010,Colorado,7 035
All Cancer Sites Combined,2010,Connecticut,6 954
All Cancer Sites Combined,2010,Delaware,1 909
All Cancer Sites Combined,2010,District of Columbia,1 041
All Cancer Sites Combined,2010,Florida,41 467
All Cancer Sites Combined,2010,Georgia,15 435
All Cancer Sites Combined,2010,Hawaii,2 266
All Cancer Sites Combined,2010,Idaho,2 530
All Cancer Sites Combined,2010,Illinois,24 070
